"periode_data","tanggal","pm10","so2","co","o3","no2","max","critical","categori","lokasi_spku"
"202004","2020-04-17","60","27","19","92","11","92","O3","SEDANG","DKI3"
"202004","2020-04-18","53","28","15","100","10","100","O3","SEDANG","DKI5"
"202004","2020-04-19","73","29","20","147","14","147","O3","TIDAK SEHAT","DKI5"
"202004","2020-04-20","78","28","20","116","9","116","O3","TIDAK SEHAT","DKI5"
"202004","2020-04-21","69","28","17","59","10","69","PM10","SEDANG","DKI4"
"202004","2020-04-22","111","31","26","75","11","111","PM10","TIDAK SEHAT","DKI4"
"202004","2020-04-23","66","27","17","88","9","88","O3","SEDANG","DKI5"
"202004","2020-04-24","71","27","22","70","8","71","PM10","SEDANG","DKI4"
"202004","2020-04-25","64","26","29","77","9","77","O3","SEDANG","DKI5"
"202004","2020-04-26","75","26","23","101","10","101","O3","TIDAK SEHAT","DKI5"
"202004","2020-04-27","51","25","18","131","8","131","O3","TIDAK SEHAT","DKI5"
"202004","2020-04-28","59","20","22","82","13","82","O3","SEDANG","DKI5"
"202004","2020-04-29","67","25","19","85","11","85","O3","SEDANG","DKI5"
"202004","2020-04-30","80","22","37","77","17","76","PM10","SEDANG","DKI4"
"202009","2020-09-01","71","51","11","37","22","104","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-02","72","51","12","38","28","97","PM25","SEDANG","DKI2"
"202009","2020-09-03","80","49","13","39","26","99","PM25","SEDANG","DKI5"
"202009","2020-09-04","66","50","15","35","17","98","PM25","SEDANG","DKI5"
"202009","2020-09-05","70","49","15","46","22","110","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-06","75","51","14","53","23","105","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-07","72","51","16","60","22","131","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-08","78","52","11","37","23","125","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-09","82","52","11","34","19","105","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-10","77","50","11","42","24","97","PM25","SEDANG","DKI5"
"202009","2020-09-11","89","51","17","50","35","113","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-12","67","50","13","50","25","103","PM25","TIDAK SEHAT","DKI5"
"202009","2020-09-13","72","51","12","55","19","93","PM25","SEDANG","DKI2"
"202009","2020-09-14","72","53","13","56","23","106","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-15","57","52","17","45","23","91","PM25","SEDANG","DKI4"
"202009","2020-09-16","67","50","15","41","30","89","PM25","SEDANG","DKI2"
"202006","2020-06-01","61","23","22","69","10","69","O3","SEDANG","DKI5"
"202006","2020-06-02","50","22","20","57","8","57","O3","SEDANG","DKI5"
"202006","2020-06-03","47","21","14","48","11","48","O3","BAIK","DKI5"
"202006","2020-06-04","56","31","18","41","11","56","PM10","SEDANG","DKI3"
"202006","2020-06-05","62","24","17","96","12","96","O3","SEDANG","DKI5"
"202006","2020-06-06","69","24","16","98","14","98","O3","SEDANG","DKI5"
"202006","2020-06-07","66","26","19","96","15","96","O3","SEDANG","DKI3"
"202006","2020-06-08","72","23","23","56","12","72","PM10","SEDANG","DKI4"
"202006","2020-06-09","81","24","38","61","13","81","PM10","SEDANG","DKI4"
"202006","2020-06-10","67","21","24","61","14","67","PM10","SEDANG","DKI1"
"202006","2020-06-11","63","24","17","79","10","79","O3","SEDANG","DKI5"
"202006","2020-06-12","55","22","14","97","13","97","O3","SEDANG","DKI5"
"202006","2020-06-13","68","24","14","99","12","99","O3","SEDANG","DKI5"
"202006","2020-06-14","64","30","17","97","12","97","O3","SEDANG","DKI5"
"202006","2020-06-15","76","23","18","95","13","95","O3","SEDANG","DKI5"
"202006","2020-06-16","74","24","24","59","11","74","PM10","SEDANG","DKI4"
"202006","2020-06-17","74","23","20","73","12","74","PM10","SEDANG","DKI2"
"202006","2020-06-18","67","24","20","79","9","79","O3","SEDANG","DKI5"
"202006","2020-06-19","57","22","14","75","11","75","O3","SEDANG","DKI5"
"202006","2020-06-20","73","23","20","92","17","92","O3","SEDANG","DKI5"
"202006","2020-06-21","67","22","17","90","10","90","O3","SEDANG","DKI5"
"202006","2020-06-22","71","25","19","69","11","71","PM10","SEDANG","DKI3"
"202006","2020-06-23","58","22","21","70","15","70","O3","SEDANG","DKI2"
"202006","2020-06-24","58","22","16","124","19","124","O3","TIDAK SEHAT","DKI2"
"202006","2020-06-25","80","25","53","85","23","85","O3","SEDANG","DKI5"
"202006","2020-06-26","78","24","23","97","19","97","O3","SEDANG","DKI5"
"202006","2020-06-27","75","25","18","69","14","75","PM10","SEDANG","DKI2"
"202006","2020-06-28","80","25","16","81","11","81","O3","SEDANG","DKI3"
"202006","2020-06-29","78","24","15","90","15","90","O3","SEDANG","DKI5"
"202006","2020-06-30","79","24","18","86","15","86","O3","SEDANG","DKI5"
"202007","2020-07-01","74","29","15","94","14","94","O3","SEDANG","DKI5"
"202007","2020-07-02","79","24","20","71","13","79","PM10","SEDANG","DKI2"
"202007","2020-07-03","58","27","23","88","14","88","O3","SEDANG","DKI3"
"202007","2020-07-04","70","23","16","71","14","71","O3","SEDANG","DKI3"
"202007","2020-07-05","67","24","16","57","12","67","PM10","SEDANG","DKI4"
"202007","2020-07-06","75","39","16","66","16","75","PM10","SEDANG","DKI2"
"202007","2020-07-07","57","30","15","63","16","63","O3","SEDANG","DKI5"
"202007","2020-07-08","69","28","15","90","15","90","O3","SEDANG","DKI5"
"202007","2020-07-09","60","22","14","102","12","102","O3","TIDAK SEHAT","DKI2"
"202007","2020-07-10","70","24","21","113","19","113","O3","TIDAK SEHAT","DKI3"
"202007","2020-07-11","86","23","20","111","16","111","O3","TIDAK SEHAT","DKI3"
"202007","2020-07-12","68","22","24","79","9","79","O3","SEDANG","DKI5"
"202007","2020-07-13","68","25","20","71","13","71","O3","SEDANG","DKI3"
"202007","2020-07-14","69","23","15","71","16","71","O3","SEDANG","DKI2"
"202007","2020-07-15","63","22","14","51","12","63","PM10","SEDANG","DKI4"
"202007","2020-07-16","55","27","13","52","11","55","PM10","SEDANG","DKI2"
"202007","2020-07-17","66","31","17","68","14","68","O3","SEDANG","DKI5"
"202007","2020-07-18","59","25","17","84","15","84","O3","SEDANG","DKI5"
"202007","2020-07-19","71","25","21","90","10","90","O3","SEDANG","DKI5"
"202007","2020-07-20","66","20","14","119","12","119","O3","TIDAK SEHAT","DKI5"
"202007","2020-07-21","87","24","48","95","14","95","O3","SEDANG","DKI5"
"202007","2020-07-22","63","23","20","75","15","75","O3","SEDANG","DKI5"
"202007","2020-07-23","63","25","15","130","11","130","O3","TIDAK SEHAT","DKI5"
"202007","2020-07-24","67","24","18","98","13","98","O3","SEDANG","DKI5"
"202002","2020-02-01","57","30","39","73","14","73","O3","SEDANG","DKI5"
"202002","2020-02-02","52","30","35","64","12","64","O3","SEDANG","DKI5"
"202002","2020-02-03","59","30","50","46","15","59","PM10","SEDANG","DKI4"
"202002","2020-02-04","43","30","53","51","14","53","CO","SEDANG","DKI3"
"202002","2020-02-05","67","30","57","52","12","67","PM10","SEDANG","DKI3"
"202002","2020-02-06","63","30","26","50","18","63","PM10","SEDANG","DKI2"
"202002","2020-02-07","55","28","28","50","16","55","PM10","SEDANG","DKI5"
"202002","2020-02-08","74","30","24","67","12","74","PM10","SEDANG","DKI4"
"202002","2020-02-09","48","30","35","50","12","50","O3","BAIK","DKI5"
"202002","2020-02-10","51","31","27","91","15","91","O3","SEDANG","DKI2"
"202002","2020-02-11","75","32","26","98","16","98","O3","SEDANG","DKI4"
"202002","2020-02-12","65","35","19","126","19","126","O3","TIDAK SEHAT","DKI3"
"202002","2020-02-13","63","33","23","83","20","83","O3","SEDANG","DKI5"
"202002","2020-02-14","81","33","36","60","18","81","PM10","SEDANG","DKI4"
"202002","2020-02-15","74","26","51","191","17","191","O3","TIDAK SEHAT","DKI4"
"202002","2020-02-16","70","23","35","118","16","118","O3","TIDAK SEHAT","DKI4"
"202002","2020-02-17","43","21","30","170","12","170","O3","TIDAK SEHAT","DKI4"
"202002","2020-02-18","62","30","55","182","15","182","O3","TIDAK SEHAT","DKI5"
"202002","2020-02-19","54","22","28","62","11","62","O3","SEDANG","DKI5"
"202002","2020-02-20","43","20","21","73","13","73","O3","SEDANG","DKI5"
"202002","2020-02-21","35","20","25","80","14","80","O3","SEDANG","DKI4"
"202002","2020-02-22","58","19","75","85","13","85","O3","SEDANG","DKI4"
"202002","2020-02-23","39","15","37","88","9","88","O3","SEDANG","DKI5"
"202002","2020-02-24","32","19","21","89","9","89","O3","SEDANG","DKI5"
"202002","2020-02-25","40","19","25","92","13","92","O3","SEDANG","DKI4"
"202002","2020-02-26","52","19","27","89","13","89","O3","SEDANG","DKI4"
"202002","2020-02-27","54","18","40","84","13","84","O3","SEDANG","DKI4"
"202002","2020-02-28","56","21","33","121","16","121","O3","TIDAK SEHAT","DKI5"
"202002","2020-02-29","64","22","52","144","13","144","O3","TIDAK SEHAT","DKI5"
"202007","2020-07-25","69","24","13","92","11","92","O3","SEDANG","DKI5"
"202007","2020-07-26","62","26","11","79","10","79","O3","SEDANG","DKI3"
"202007","2020-07-27","67","31","12","89","12","89","O3","SEDANG","DKI5"
"202007","2020-07-28","71","24","21","160","14","160","O3","TIDAK SEHAT","DKI5"
"202007","2020-07-29","67","24","17","164","14","164","O3","TIDAK SEHAT","DKI5"
"202007","2020-07-30","76","24","14","136","14","136","O3","TIDAK SEHAT","DKI3"
"202007","2020-07-31","68","25","13","115","14","115","O3","TIDAK SEHAT","DKI2"
"202008","2020-08-01","69","22","16","134","14","134","O3","TIDAK SEHAT","DKI5"
"202008","2020-08-02","91","27","26","102","16","102","O3","TIDAK SEHAT","DKI2"
"202008","2020-08-03","95","26","19","90","16","95","PM10","SEDANG","DKI4"
"202008","2020-08-04","73","27","12","91","12","91","O3","SEDANG","DKI5"
"202008","2020-08-05","86","26","15","84","15","86","PM10","SEDANG","DKI4"
"202008","2020-08-06","88","27","21","108","16","108","O3","TIDAK SEHAT","DKI5"
"202008","2020-08-07","81","26","18","119","14","119","O3","TIDAK SEHAT","DKI5"
"202008","2020-08-08","79","28","17","79","14","79","PM10","SEDANG","DKI4"
"202008","2020-08-09","74","25","17","82","12","82","O3","SEDANG","DKI5"
"202008","2020-08-10","81","25","19","76","12","81","PM10","SEDANG","DKI4"
"202008","2020-08-11","96","26","19","78","12","96","PM10","SEDANG","DKI4"
"202008","2020-08-12","93","25","37","68","18","93","PM10","SEDANG","DKI4"
"202008","2020-08-13","81","24","19","58","13","81","PM10","SEDANG","DKI4"
"202008","2020-08-14","41","21","21","68","17","68","O3","SEDANG","DKI5"
"202008","2020-08-15","58","23","24","59","14","59","O3","SEDANG","DKI5"
"202008","2020-08-16","52","24","20","68","10","68","O3","SEDANG","DKI3"
"202008","2020-08-17","56","22","17","67","10","67","O3","SEDANG","DKI5"
"202011","2020-11-01","56","54","27","27","27","86","PM25","SEDANG","DKI4"
"202011","2020-11-02","49","54","11","29","10","54","SO2","SEDANG","DKI3"
"202011","2020-11-03","54","55","12","30","22","78","PM25","SEDANG","DKI4"
"202011","2020-11-04","54","56","15","36","22","91","PM25","SEDANG","DKI4"
"202011","2020-11-05","58","55","17","27","35","96","PM25","SEDANG","DKI5"
"202011","2020-11-06","80","57","27","36","39","139","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-07","65","56","20","29","32","108","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-08","67","55","21","29","29","113","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-09","72","57","22","33","36","120","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-10","82","56","18","37","32","137","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-11","79","57","17","38","42","137","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-12","61","57","12","36","30","96","PM25","SEDANG","DKI5"
"202011","2020-11-13","57","57","12","31","26","83","PM25","SEDANG","DKI4"
"202011","2020-11-14","67","58","14","34","28","116","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-15","59","57","10","35","23","87","PM25","SEDANG","DKI4"
"202011","2020-11-16","64","60","12","33","20","101","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-17","60","57","18","39","26","108","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-18","59","67","12","41","39","95","PM25","SEDANG","DKI4"
"202011","2020-11-19","77","57","20","38","41","110","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-20","62","59","13","32","22","99","PM25","SEDANG","DKI4"
"202011","2020-11-21","67","57","24","32","30","104","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-22","70","56","30","33","32","112","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-23","69","58","23","30","34","114","PM25","TIDAK SEHAT","DKI4"
"202011","2020-11-24","68","57","12","35","20","95","PM25","SEDANG","DKI3"
"202011","2020-11-25","55","56","15","33","27","81","PM25","SEDANG","DKI4"
"202011","2020-11-26","60","58","18","34","33","91","PM25","SEDANG","DKI4"
"202011","2020-11-27","51","57","8","26","23","71","PM25","SEDANG","DKI3"
"202011","2020-11-28","54","57","14","40","31","82","PM25","SEDANG","DKI4"
"202011","2020-11-29","48","56","9","26","17","67","PM25","SEDANG","DKI4"
"202011","2020-11-30","28","56","6","25","9","56","SO2","SEDANG","DKI3"
"202012","2020-12-01","47","56","10","26","10","75","PM25","SEDANG","DKI3"
"202012","2020-12-02","51","57","9","24","16","72","PM25","SEDANG","DKI3"
"202012","2020-12-03","42","56","9","29","24","56","PM25","SEDANG","DKI3"
"202012","2020-12-04","46","62","10","26","25","65","PM25","SEDANG","DKI5"
"202012","2020-12-05","31","58","7","22","15","58","SO2","SEDANG","DKI3"
"202012","2020-12-06","35","58","9","23","19","58","SO2","SEDANG","DKI3"
"202012","2020-12-07","25","57","7","24","14","57","SO2","SEDANG","DKI3"
"202012","2020-12-08","37","57","11","22","17","63","PM25","SEDANG","DKI5"
"202012","2020-12-09","34","57","6","24","13","57","SO2","SEDANG","DKI3"
"202012","2020-12-10","33","59","6","21","14","59","PM25","SEDANG","DKI3"
"202012","2020-12-11","36","62","11","23","20","62","PM25","SEDANG","DKI3"
"202012","2020-12-12","38","63","7","27","14","63","SO2","SEDANG","DKI3"
"202012","2020-12-13","29","57","6","25","16","58","PM25","SEDANG","DKI5"
"202012","2020-12-14","27","56","7","26","14","56","SO2","SEDANG","DKI4"
"202012","2020-12-15","45","55","17","25","16","75","PM25","SEDANG","DKI3"
"202012","2020-12-16","32","55","12","23","11","56","PM25","SEDANG","DKI3"
"202012","2020-12-17","29","56","15","26","17","56","SO2","SEDANG","DKI4"
"202012","2020-12-18","32","56","12","25","15","56","SO2","SEDANG","DKI4"
"202012","2020-12-19","39","56","14","21","15","56","SO2","SEDANG","DKI4"
"202012","2020-12-20","38","56","14","22","15","56","SO2","SEDANG","DKI4"
"202012","2020-12-21","25","56","13","20","8","56","SO2","SEDANG","DKI4"
"202012","2020-12-22","40","55","9","18","15","61","PM25","SEDANG","DKI3"
"202012","2020-12-23","68","51","18","25","18","113","PM25","TIDAK SEHAT","DKI3"
"202012","2020-12-24","52","52","11","22","18","80","PM25","SEDANG","DKI4"
"202012","2020-12-25","39","51","9","16","9","53","PM25","SEDANG","DKI3"
"202012","2020-12-26","37","51","7","18","9","54","PM25","SEDANG","DKI4"
"202012","2020-12-27","44","52","9","19","10","59","PM25","SEDANG","DKI3"
"202012","2020-12-28","45","51","8","24","17","57","PM25","SEDANG","DKI3"
"202012","2020-12-29","26","51","5","23","10","51","SO2","SEDANG","DKI4"
"202012","2020-12-30","39","51","6","22","10","51","SO2","SEDANG","DKI4"
"202012","2020-12-31","41","52","10","33","14","52","SO2","SEDANG","DKI2"
"202009","2020-09-25","74","53","15","42","27","104","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-26","73","52","18","42","31","112","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-27","70","52","17","45","24","107","PM25","TIDAK SEHAT","DKI4"
"202009","2020-09-28","74","53","13","37","20","77","PM25","SEDANG","DKI2"
"202009","2020-09-29","68","53","11","32","22","89","PM25","SEDANG","DKI5"
"202009","2020-09-30","57","51","11","35","24","89","PM25","SEDANG","DKI5"
"202010","2020-10-01","73","53","14","37","17","115","PM25","TIDAK SEHAT","DKI4"
"202010","2020-10-02","83","54","14","37","22","111","PM25","TIDAK SEHAT","DKI4"
"202010","2020-10-03","74","52","17","35","29","84","PM25","SEDANG","DKI4"
"202010","2020-10-04","79","52","16","43","24","97","PM25","SEDANG","DKI4"
"202010","2020-10-05","62","52","11","47","15","63","PM25","SEDANG","DKI2"
"202010","2020-10-06","64","53","8","45","21","69","PM25","SEDANG","DKI4"
"202010","2020-10-07","77","55","11","43","26","86","PM25","SEDANG","DKI4"
"202010","2020-10-08","68","54","11","44","25","80","PM25","SEDANG","DKI4"
"202010","2020-10-09","74","52","15","49","25","99","PM25","SEDANG","DKI1"
"202010","2020-10-10","70","53","17","35","25","89","PM25","SEDANG","DKI5"
"202010","2020-10-11","69","52","16","45","22","75","PM25","SEDANG","DKI5"
"202010","2020-10-12","58","51","15","39","26","99","PM25","SEDANG","DKI5"
"202010","2020-10-13","72","53","20","39","29","117","PM25","TIDAK SEHAT","DKI4"
"202010","2020-10-14","81","54","19","44","30","125","PM25","TIDAK SEHAT","DKI4"
"202010","2020-10-15","79","54","15","48","28","106","PM25","TIDAK SEHAT","DKI3"
"202010","2020-10-16","68","52","13","43","28","90","PM25","SEDANG","DKI2"
"202010","2020-10-17","70","52","16","36","36","86","PM25","SEDANG","DKI4"
"202010","2020-10-18","60","52","12","37","26","95","PM25","SEDANG","DKI4"
